Sample_ID,Species,Site,Species_Group,Site_Group,Test,Download_link,Ref
Y0872C,Procypris rabaudi,Y_14_B,C_Procypris_rabaudi,Y_14_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0873C,Procypris rabaudi,Y_14_B,C_Procypris_rabaudi,Y_14_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0874C,Procypris rabaudi,Y_14_B,C_Procypris_rabaudi,Y_14_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0875C,Procypris rabaudi,Y_14_B,C_Procypris_rabaudi,Y_14_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0876C,Procypris rabaudi,Y_14_B,C_Procypris_rabaudi,Y_14_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0879C,Percocypris pingi,Y_15_A,C_Percocypris_pingi,Y_15_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0880C,Percocypris pingi,Y_15_A,C_Percocypris_pingi,Y_15_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0881C,Percocypris pingi,Y_15_A,C_Percocypris_pingi,Y_15_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0889C,Hemiculterella sauvagei,Y_15_A,C_Hemiculterella_sauvagei,Y_15_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0890C,Hemiculterella sauvagei,Y_15_A,C_Hemiculterella_sauvagei,Y_15_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0891C,Hemiculterella sauvagei,Y_15_A,C_Hemiculterella_sauvagei,Y_15_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0892C,Hemiculterella sauvagei,Y_15_A,C_Hemiculterella_sauvagei,Y_15_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0894C,Rhinogobius similis,Y_15_A,C_Rhinogobius_similis,Y_15_A,t2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/435/GCA_019453435.1_ASM1945343v1/GCA_019453435.1_ASM1945343v1_genomic.fna.gz,Rhinogobius_similis
Y0895C,Rhinogobius similis,Y_15_A,C_Rhinogobius_similis,Y_15_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/435/GCA_019453435.1_ASM1945343v1/GCA_019453435.1_ASM1945343v1_genomic.fna.gz,Rhinogobius_similis
Y0896C,Discogobio yunnanensis,Y_15_A,C_Discogobio_yunnanensis,Y_15_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/405/GCA_027422405.1_SKLP_Pkaz_1.1/GCA_027422405.1_SKLP_Pkaz_1.1_genomic.fna.gz,Ptychobarbus_kaznakovi
Y0899C,Pseudogyrinocheilus prochilus,Y_15_A,C_Pseudogyrinocheilus_prochilus,Y_15_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/405/GCA_027422405.1_SKLP_Pkaz_1.1/GCA_027422405.1_SKLP_Pkaz_1.1_genomic.fna.gz,Ptychobarbus_kaznakovi
Y0900C,Pseudogyrinocheilus prochilus,Y_15_A,C_Pseudogyrinocheilus_prochilus,Y_15_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/405/GCA_027422405.1_SKLP_Pkaz_1.1/GCA_027422405.1_SKLP_Pkaz_1.1_genomic.fna.gz,Ptychobarbus_kaznakovi
Y0906C,Sinocyclocheilus guilinensis,Y_18_A,C_Sinocyclocheilus_guilinensis,Y_18_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0907C,Sinocyclocheilus guilinensis,Y_18_A,C_Sinocyclocheilus_guilinensis,Y_18_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0909C,Sinocyclocheilus guilinensis,Y_18_A,C_Sinocyclocheilus_guilinensis,Y_18_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0910C,Misgurnus anguillicaudatus,Y_18_B,C_Misgurnus_anguillicaudatus,Y_18_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0911C,Misgurnus anguillicaudatus,Y_18_B,C_Misgurnus_anguillicaudatus,Y_18_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0912C,Sinocyclocheilus guilinensis,Y_18_B,C_Sinocyclocheilus_guilinensis,Y_18_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0913C,Sinocyclocheilus guilinensis,Y_18_B,C_Sinocyclocheilus_guilinensis,Y_18_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0914C,Sinocyclocheilus guilinensis,Y_18_B,C_Sinocyclocheilus_guilinensis,Y_18_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0916C,Leptobotia elongata,Y_15_B,C_Leptobotia_elongata,Y_15_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0918C,Gymnocypris potanini,Y_15_B,C_Gymnocypris_potanini,Y_15_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0921C,Gymnocypris potanini,Y_15_B,C_Gymnocypris_potanini,Y_15_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0922C,Gymnocypris potanini,Y_15_B,C_Gymnocypris_potanini,Y_15_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0923C,Gymnocypris potanini,Y_15_B,C_Gymnocypris_potanini,Y_15_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0924C,Gymnocypris potanini,Y_15_B,C_Gymnocypris_potanini,Y_15_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0930C,Procypris rabaudi,Y_17_A,C_Procypris_rabaudi,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0931C,Procypris rabaudi,Y_17_A,C_Procypris_rabaudi,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0932C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0933C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0934C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0935C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0936C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0937C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0938C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0939C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0940C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0941C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0942C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0943C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0944C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0945C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0946C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0947C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0948C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0949C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0950C,Procypris rabaudi,Y_17_A,C_Procypris_rabaudi,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0951C,Procypris rabaudi,Y_17_A,C_Procypris_rabaudi,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0952C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0953C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0954C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0955C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0956C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0957C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0958C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0959C,Onychostoma simum,Y_17_A,C_Onychostoma_simum,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0960C,Procypris rabaudi,Y_17_A,C_Procypris_rabaudi,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0961C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0962C,Siniperca knerii,Y_17_A,C_Siniperca_knerii,Y_17_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0973C,Procypris rabaudi,Y_17_B,C_Procypris_rabaudi,Y_17_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0974C,Procypris rabaudi,Y_17_B,C_Procypris_rabaudi,Y_17_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0975C,Procypris rabaudi,Y_17_B,C_Procypris_rabaudi,Y_17_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0984C,Siniperca knerii,Y_17_B,C_Siniperca_knerii,Y_17_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0985C,Barbodes semifasciolatus,Y_18_C,C_Barbodes_semifasciolatus,Y_18_C,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/936/440/315/GCA_936440315.1_fBarBab1.1/GCA_936440315.1_fBarBab1.1_genomic.fna.gz,Barbus_barbus
Y0986C,Rasbora steineri,Y_18_C,C_Rasbora_steineri,Y_18_C,,0,0
Y0987C,Rasbora steineri,Y_18_C,C_Rasbora_steineri,Y_18_C,,0,0
Y0988C,Sinibrama melrosei,Y_18_C,C_Sinibrama_melrosei,Y_18_C,,0,0
Y0989C,Culter alburnus,Y_18_C,C_Culter_alburnus,Y_18_C,,0,0
Y0990C,Culter alburnus,Y_18_C,C_Culter_alburnus,Y_18_C,,0,0
Y0991C,Oreochromis niloticus,Y_18_C,C_Oreochromis_niloticus,Y_18_C,,0,0
Y0992C,Pseudobagrus tenuifurcatus,Y_18_C,C_Pseudobagrus_tenuifurcatus,Y_18_C,,0,0
Y0993C,Carassius auratus,Y_18_C,C_Carassius_auratus,Y_18_C,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius_auratus
Y0994C,Carassius auratus,Y_18_C,C_Carassius_auratus,Y_18_C,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius_auratus
Y0995C,Oreochromis niloticus,Y_18_C,C_Oreochromis_niloticus,Y_18_C,,0,0
Y0006P,Schizothorax wangchiachii,Y_01_A,P_Schizothorax_wangchiachii,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0008P,Schizothorax wangchiachii,Y_01_A,P_Schizothorax_wangchiachii,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0009P,Schizothorax wangchiachii,Y_01_A,P_Schizothorax_wangchiachii,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0010P,Schizothorax wangchiachii,Y_01_A,P_Schizothorax_wangchiachii,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0012P,Glyptothorax fokiensis,Y_01_A,P_Glyptothorax_fokiensis,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0013P,Glyptothorax fokiensis,Y_01_A,P_Glyptothorax_fokiensis,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0017P,Percocypris pingi,Y_01_A,P_Percocypris_pingi,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0018P,Percocypris pingi,Y_01_A,P_Percocypris_pingi,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0020P,Gnathopogon imberbis,Y_01_A,P_Gnathopogon_imberbis,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/029/165/GCA_023029165.1_ASM2302916v1/GCA_023029165.1_ASM2302916v1_genomic.fna.gz,Gobiocypris_rarus
Y0021P,Schizothorax kozlovi,Y_01_A,P_Schizothorax_kozlovi,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0022P,Schizothorax kozlovi,Y_01_A,P_Schizothorax_kozlovi,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0023P,Schizothorax kozlovi,Y_01_A,P_Schizothorax_kozlovi,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0024P,Schizothorax kozlovi,Y_01_A,P_Schizothorax_kozlovi,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0025P,Schizothorax kozlovi,Y_01_A,P_Schizothorax_kozlovi,Y_01_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0028P,Paramisgurnus dabryanus,Y_02_A,P_Paramisgurnus_dabryanus,Y_02_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/506/205/GCA_030506205.1_PD_contigs_1.0/GCA_030506205.1_PD_contigs_1.0_genomic.fna.gz,Paramisgurnus_dabryanus
Y0029P,Triplophysa bleekeri,Y_02_A,P_Triplophysa_bleekeri,Y_02_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0030P,Triplophysa bleekeri,Y_02_A,P_Triplophysa_bleekeri,Y_02_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0032P,Claea dabryi,Y_02_A,P_Claea_dabryi,Y_02_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0033P,Gymnocypris potanini,Y_02_A,P_Gymnocypris_potanini,Y_02_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0034P,Gymnocypris potanini,Y_02_A,P_Gymnocypris_potanini,Y_02_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0035P,Gymnocypris potanini,Y_02_A,P_Gymnocypris_potanini,Y_02_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0036P,Gymnocypris potanini,Y_02_A,P_Gymnocypris_potanini,Y_02_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
